"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots"
"HALLMARK_ADIPOGENESIS",0.378005468793509,0.404846312888894,0.0207219409162098,-1.29528619948858,1999,0.885,1,4218
"HALLMARK_ALLOGRAFT_REJECTION",0.167438010548011,0.223715596656288,0.0262870620327971,-2.14088535409785,1999,0.9845,1,4218
"HALLMARK_ANDROGEN_RESPONSE",0.219352654958432,0.284421893950701,0.0262278815804286,-2.48091859011685,1999,0.9895,1,4218
"HALLMARK_ANGIOGENESIS",0.0787335240910507,0.0876018617521917,0.0210751017632563,-0.420796908160254,1999,0.6515,1,4218
"HALLMARK_APICAL_JUNCTION",0.293574830147602,0.323127019263966,0.0235139646772702,-1.25679312365944,1999,0.8925,1,4218
"HALLMARK_APICAL_SURFACE",0.0894212654030253,0.082023707490296,0.0204442585592245,0.361840361747506,1999,0.3545,1,4218
"HALLMARK_APOPTOSIS",0.239256666525748,0.316572387768409,0.0247126145212269,-3.12859334152,1999,0.999,1,4218
"HALLMARK_BILE_ACID_METABOLISM",0.11123976336198,0.162285140393352,0.022419272208561,-2.27685254706349,1999,0.987,1,4218
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.148380209990839,0.244139267026802,0.0309969215332092,-3.08930862483779,1999,0.9995,1,4218
"HALLMARK_COAGULATION",0.110445394472665,0.244758491957747,0.0284594118018882,-4.71946147095602,1999,1,1,4218
"HALLMARK_COMPLEMENT",0.208354812166328,0.307336885993189,0.0236975991253873,-4.17688194078788,1999,0.9995,1,4218
"HALLMARK_DNA_REPAIR",0.311322263690422,0.321465249853871,0.0247092799414492,-0.410492988362421,1999,0.674,1,4218
"HALLMARK_E2F_TARGETS",0.260841919662625,0.25019917685682,0.0203656693614817,0.522582519479265,1999,0.293,1,4218
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.205608809252891,0.298627026465972,0.0228028363693778,-4.07923890284089,1999,1,1,4218
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.305211511313926,0.31276515942011,0.0218284298235363,-0.346046333485679,1999,0.624,1,4218
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.270802158799551,0.318471834370506,0.0227734251937124,-2.09321501554877,1999,0.9775,1,4218
"HALLMARK_FATTY_ACID_METABOLISM",0.302986915915477,0.345854145623575,0.0235181209149844,-1.82273192076264,1999,0.9525,1,4218
"HALLMARK_G2M_CHECKPOINT",0.259722162226112,0.264060069752369,0.0204954163932733,-0.211652568702161,1999,0.5875,1,4218
"HALLMARK_GLYCOLYSIS",0.341500860666982,0.330735631739296,0.0233962319882671,0.460126610690329,1999,0.3315,1,4218
"HALLMARK_HEDGEHOG_SIGNALING",0.180963516417482,0.138322111888595,0.0291905999548006,1.46079233023348,1999,0.079,1,4218
"HALLMARK_HEME_METABOLISM",0.303188798235995,0.339049594168316,0.0215091705270794,-1.66723286177738,1999,0.944,1,4218
"HALLMARK_HYPOXIA",0.237683590698641,0.320976728938768,0.0233343514041107,-3.56955017937434,1999,1,1,4218
"HALLMARK_IL2_STAT5_SIGNALING",0.209524613451046,0.254649447529396,0.022782599573342,-1.98067099116956,1999,0.9755,1,4218
