"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots"
"HALLMARK_ADIPOGENESIS",0.0653180840942714,0.0379826691917146,0.017145179559829,1.59434987584518,1999,0.0675,0.0964285714285714,4218
"HALLMARK_ALLOGRAFT_REJECTION",0.0983948278798074,0.0182667951645775,0.0119472784311061,6.70680215392047,1999,5e-04,0.00192307692307692,4218
"HALLMARK_ANDROGEN_RESPONSE",0.0998545733220915,0.0216234058397533,0.0129118904233703,6.05884691684968,1999,5e-04,0.00192307692307692,4218
"HALLMARK_ANGIOGENESIS",0.0616436361028442,0.00894094806819984,0.0108162893125585,4.87252943331061,1999,0.001,0.003125,4218
"HALLMARK_APICAL_JUNCTION",0.0827795466563511,0.0310216108208039,0.0141649005077804,3.65395689204578,1999,0.001,0.003125,4218
"HALLMARK_APICAL_SURFACE",0.0232653493235954,0.0088495261813386,0.0102226818503815,1.41018016145331,1999,0.0975,0.135416666666667,4218
"HALLMARK_APOPTOSIS",0.0812987257584005,0.0249415258502569,0.013513679016565,4.17038171759601,1999,0.001,0.003125,4218
"HALLMARK_BILE_ACID_METABOLISM",0.0118127990247344,0.0159879697714792,0.0113195330355676,-0.368846553442246,1999,0.6385,0.679255319148936,4218
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0845282318535265,0.0173272162649904,0.0127343048802785,5.27716402428922,1999,5e-04,0.00192307692307692,4218
"HALLMARK_COAGULATION",0.103457628794683,0.0181530959140083,0.0123139433828304,6.92747483309179,1999,5e-04,0.00192307692307692,4218
"HALLMARK_COMPLEMENT",0.0622432207244792,0.027200438566298,0.014212296009885,2.46566649989615,1999,0.015,0.03,4218
"HALLMARK_DNA_REPAIR",0.0448341235497198,0.0290458937422969,0.0143339931121692,1.10145370406374,1999,0.153,0.206756756756757,4218
"HALLMARK_E2F_TARGETS",0.06246130545413,0.0273068718268101,0.0130939555157245,2.6847833403056,1999,0.009,0.0204545454545455,4218
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.185991367487975,0.0263938337707886,0.0136119389465775,11.7248199792517,1999,5e-04,0.00192307692307692,4218
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.187632890246782,0.0298508006533081,0.0134014195670842,11.7735355425338,1999,5e-04,0.00192307692307692,4218
