"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"HALLMARK_ADIPOGENESIS",0.462456971811071,0.001,0.001,0.001,3659
"HALLMARK_ALLOGRAFT_REJECTION",0.211199835596451,0.001,0.001,0.001,3659
"HALLMARK_ANDROGEN_RESPONSE",0.34312333958872,0.001,0.001,0.001,3659
"HALLMARK_ANGIOGENESIS",0.0975500988224232,0.001,0.001,0.001,3659
"HALLMARK_APICAL_JUNCTION",0.356964169971729,0.001,0.001,0.001,3659
"HALLMARK_APICAL_SURFACE",0.10819665391617,0.001,0.001,0.001,3659
"HALLMARK_APOPTOSIS",0.349697654239598,0.001,0.001,0.001,3659
"HALLMARK_BILE_ACID_METABOLISM",0.221423484372777,0.001,0.001,0.001,3659
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.281102478036469,0.001,0.001,0.001,3659
"HALLMARK_COAGULATION",0.219492454822358,0.001,0.001,0.001,3659
"HALLMARK_COMPLEMENT",0.313028684994671,0.001,0.001,0.001,3659
"HALLMARK_DNA_REPAIR",0.405411630530421,0.001,0.001,0.001,3659
"HALLMARK_E2F_TARGETS",0.349166375779152,0.001,0.001,0.001,3659
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.298207155583847,0.001,0.001,0.001,3659
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.398324146001649,0.001,0.001,0.001,3659
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.367682262738453,0.001,0.001,0.001,3659
"HALLMARK_FATTY_ACID_METABOLISM",0.436846516642053,0.001,0.001,0.001,3659
"HALLMARK_G2M_CHECKPOINT",0.330109960467664,0.001,0.001,0.001,3659
"HALLMARK_GLYCOLYSIS",0.419966416366912,0.001,0.001,0.001,3659
"HALLMARK_HEDGEHOG_SIGNALING",0.201016283887839,0.001,0.001,0.001,3659
"HALLMARK_HEME_METABOLISM",0.428064533652039,0.001,0.001,0.001,3659
"HALLMARK_HYPOXIA",0.355779967501688,0.001,0.001,0.001,3659
"HALLMARK_IL2_STAT5_SIGNALING",0.291935168349231,0.001,0.001,0.001,3659
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.088228074853814,0.001,0.001,0.001,3659
"HALLMARK_INFLAMMATORY_RESPONSE",0.184764284929329,0.001,0.001,0.001,3659
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.196041321545207,0.001,0.001,0.001,3659
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.242152138243374,0.001,0.001,0.001,3659
"HALLMARK_KRAS_SIGNALING_DN",0.23655926180488,0.001,0.001,0.001,3659
"HALLMARK_KRAS_SIGNALING_UP",0.32814824738251,0.001,0.001,0.001,3659
"HALLMARK_MITOTIC_SPINDLE",0.43033565570742,0.001,0.001,0.001,3659
"HALLMARK_MTORC1_SIGNALING",0.503616261537904,0.001,0.001,0.001,3659
"HALLMARK_MYC_TARGETS_V1",0.561438594222012,0.001,0.001,0.001,3659
"HALLMARK_MYC_TARGETS_V2",0.198709753963149,0.001,0.001,0.001,3659
"HALLMARK_MYOGENESIS",0.3329107851162,0.001,0.001,0.001,3659
"HALLMARK_NOTCH_SIGNALING",0.0580718377266256,0.001,0.001,0.001,3659
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.648882283106553,0.001,0.001,0.001,3659
"HALLMARK_P53_PATHWAY",0.365255354301018,0.001,0.001,0.001,3659
"HALLMARK_PANCREAS_BETA_CELLS",0.173410152584088,0.001,0.001,0.001,3659
"HALLMARK_PEROXISOME",0.31336244424784,0.001,0.001,0.001,3659
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.35990862553047,0.001,0.001,0.001,3659
"HALLMARK_PROTEIN_SECRETION",0.417668231476894,0.001,0.001,0.001,3659
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.370549040925039,0.001,0.001,0.001,3659
"HALLMARK_SPERMATOGENESIS",0.225347677127701,0.001,0.001,0.001,3659
"HALLMARK_TGF_BETA_SIGNALING",0.147006818806098,0.001,0.001,0.001,3659
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.23899290073278,0.001,0.001,0.001,3659
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.366384779556377,0.001,0.001,0.001,3659
"HALLMARK_UV_RESPONSE_DN",0.335564311240944,0.001,0.001,0.001,3659
"HALLMARK_UV_RESPONSE_UP",0.412618895649545,0.001,0.001,0.001,3659
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0931775771182509,0.001,0.001,0.001,3659
"HALLMARK_XENOBIOTIC_METABOLISM",0.349701270484038,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ADIPOGENESIS__1",0.45709711001374,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ADIPOGENESIS__2",0.464586192292254,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ALLOGRAFT_REJECTION__1",0.28654636426882,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ALLOGRAFT_REJECTION__2",0.318743633773046,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ANDROGEN_RESPONSE__1",0.31789285115465,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ANDROGEN_RESPONSE__2",0.34873495563519,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ANGIOGENESIS__1",0.117501147014769,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ANGIOGENESIS__2",0.0959153147540126,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_APICAL_JUNCTION__1",0.413892364406162,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_APICAL_JUNCTION__2",0.396678905154421,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_APICAL_SURFACE__1",0.090433991540545,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_APICAL_SURFACE__2",0.107782235853685,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_APOPTOSIS__1",0.420545864267932,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_APOPTOSIS__2",0.385041001247848,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_BILE_ACID_METABOLISM__1",0.207462270146974,0.001,0.001,0.001,3659
