"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots"
"HALLMARK_ADIPOGENESIS",0.462456971811071,0.478254885681506,0.0168151583258053,-0.939504318921023,1999,0.815,1,3659
"HALLMARK_ALLOGRAFT_REJECTION",0.211199835596451,0.292971837454876,0.0224490352066694,-3.64256196783597,1999,0.9995,1,3659
"HALLMARK_ANDROGEN_RESPONSE",0.34312333958872,0.352800641818129,0.0219384342616699,-0.441111800139593,1999,0.66,1,3659
"HALLMARK_ANGIOGENESIS",0.0975500988224232,0.107743910567601,0.0201296471570478,-0.506407870224846,1999,0.7145,1,3659
"HALLMARK_APICAL_JUNCTION",0.356964169971729,0.393557366729812,0.0185204620085238,-1.97582526511713,1999,0.9655,1,3659
"HALLMARK_APICAL_SURFACE",0.10819665391617,0.110496048476486,0.0204243960109034,-0.112580786187723,1999,0.5505,1,3659
"HALLMARK_APOPTOSIS",0.349697654239598,0.378327171036408,0.0216953249393776,-1.31961687030771,1999,0.9025,1,3659
"HALLMARK_BILE_ACID_METABOLISM",0.221423484372777,0.223127626094958,0.0207565024055738,-0.0821015838257465,1999,0.527,1,3659
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.281102478036469,0.289447912314052,0.0249741399845171,-0.33416302954807,1999,0.6265,1,3659
"HALLMARK_COAGULATION",0.219492454822358,0.297268323568661,0.0247243216666678,-3.14572305743606,1999,0.9975,1,3659
"HALLMARK_COMPLEMENT",0.313028684994671,0.373887127288233,0.0198925453923002,-3.05935922695537,1999,0.9955,1,3659
"HALLMARK_DNA_REPAIR",0.405411630530421,0.394875352591206,0.0193734103735166,0.543852514145782,1999,0.2945,1,3659
"HALLMARK_E2F_TARGETS",0.349166375779152,0.324979730310301,0.0180710169538835,1.33842193444754,1999,0.084,0.84,3659
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.298207155583847,0.360466330345998,0.0198547112484966,-3.13573811187332,1999,0.9985,1,3659
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.398324146001649,0.386532453764451,0.0178083429074466,0.662144271282341,1999,0.255,1,3659
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.367682262738453,0.391196518091661,0.0194486059609298,-1.20904580001498,1999,0.8825,1,3659
