"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots"
"HALLMARK_ADIPOGENESIS",0.00633337649473965,0.00255848408877624,0.0100826182400855,0.374396046351886,1999,0.359,0.583870967741935,3659
"HALLMARK_ALLOGRAFT_REJECTION",0.0347283487768693,0.000630880463523542,0.009684944287945,3.52066747103413,1999,5e-04,0.0125,3659
"HALLMARK_ANDROGEN_RESPONSE",0.00383704751967552,0.00151939068656876,0.0101837154434123,0.227584602690959,1999,0.4135,0.626515151515151,3659
"HALLMARK_ANGIOGENESIS",0.00546677217974796,0.00016967336162429,0.00980571597622493,0.540205205919393,1999,0.2935,0.583870967741935,3659
"HALLMARK_APICAL_JUNCTION",-0.00148051101219911,0.00169661575988581,0.00979792329208653,-0.32426532412751,1999,0.637,0.7875,3659
"HALLMARK_APICAL_SURFACE",-0.0123649856881274,-0.000159367568592039,0.00952906392130639,-1.28088322424246,1999,0.91,0.91,3659
"HALLMARK_APOPTOSIS",0.00457144587879191,0.00112926803687429,0.00961500840144942,0.35800050277634,1999,0.362,0.583870967741935,3659
"HALLMARK_BILE_ACID_METABOLISM",0.00281728462448006,8.11851277249252e-05,0.00978357942421249,0.279662419868929,1999,0.389,0.6078125,3659
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",-0.00297532773887902,0.000807296718572886,0.00967724873370332,-0.390878085449847,1999,0.6615,0.7875,3659
"HALLMARK_COAGULATION",0.0315741111494306,0.000520874941597197,0.0100694870455675,3.0838945486804,1999,0.001,0.0166666666666667,3659
"HALLMARK_COMPLEMENT",0.010902486006295,0.00169247914747211,0.00930510070374138,0.989780460422067,1999,0.1655,0.486764705882353,3659
"HALLMARK_DNA_REPAIR",0.00577543711637923,0.00172614803626001,0.00949634734077066,0.426404904413555,1999,0.3365,0.583870967741935,3659
"HALLMARK_E2F_TARGETS",-0.00610135077217194,0.00149284914301924,0.0100488728766391,-0.755726538530074,1999,0.7805,0.901063829787234,3659
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0425133986730375,0.00167307421381346,0.00934480621084802,4.37037682084986,1999,5e-04,0.0125,3659
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0222665629125264,0.00173016478394253,0.00943331298589303,2.17700803093196,1999,0.0185,0.102777777777778,3659
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.00875320928128571,0.00185662531196249,0.00974357113863569,0.707808653644099,1999,0.2395,0.583870967741935,3659
"HALLMARK_FATTY_ACID_METABOLISM",0.00834729239302653,0.00174049536132717,0.00990610230125192,0.666942136350076,1999,0.255,0.583870967741935,3659
"HALLMARK_G2M_CHECKPOINT",0.000191311874980221,0.00124933728321353,0.00942889515865915,-0.112210963260277,1999,0.5425,0.775,3659
"HALLMARK_GLYCOLYSIS",0.0178434038565088,0.00172565206049897,0.010029138339766,1.60709237922287,1999,0.056,0.186666666666667,3659
"HALLMARK_HEDGEHOG_SIGNALING",0.00513325143811883,7.62758120450102e-05,0.0096097318736942,0.526234830746615,1999,0.309,0.583870967741935,3659
"HALLMARK_HEME_METABOLISM",0.0108165768368123,0.00226568595964322,0.00939696710435111,0.909962840373226,1999,0.192,0.533333333333333,3659
"HALLMARK_HYPOXIA",0.0192551093682098,0.00194328612009743,0.00979352700218295,1.7676801467187,1999,0.034,0.154545454545455,3659
"HALLMARK_IL2_STAT5_SIGNALING",-0.000777071527843486,0.00135541916263708,0.00956051304174386,-0.223051909575304,1999,0.5845,0.7875,3659
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0157923898523148,-8.36997389797017e-05,0.00961735436191924,1.65077515019695,1999,0.0495,0.186666666666667,3659
"HALLMARK_INFLAMMATORY_RESPONSE",-0.00220013111804244,0.000606948646087428,0.00885460829950305,-0.31701907856132,1999,0.6215,0.7875,3659
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.020121119826359,0.000419044537749324,0.00944200226552554,2.08664166079958,1999,0.0235,0.1175,3659
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0312026599098513,0.00126287391918086,0.00976336168785589,3.06654479756812,1999,0.0015,0.01875,3659
"HALLMARK_KRAS_SIGNALING_DN",-0.000575288385907165,0.00109591031181386,0.00929836534921915,-0.179730375711831,1999,0.5615,0.779861111111111,3659
"HALLMARK_KRAS_SIGNALING_UP",0.00738208197282267,0.000943116738923651,0.00933932383801445,0.689446617932884,1999,0.2515,0.583870967741935,3659
"HALLMARK_MITOTIC_SPINDLE",0.00642315514300125,0.00185952107432075,0.00975714795544485,0.467722134533567,1999,0.329,0.583870967741935,3659
