"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots"
"HALLMARK_ADIPOGENESIS",0.0590345694740145,0.045669320338547,0.0183911015574389,0.726723687198684,1999,0.2575,0.325,3636
"HALLMARK_ALLOGRAFT_REJECTION",0.0980671254993655,0.0233146782641545,0.015758825578834,4.74352906955278,1999,0.007,0.0175,3636
"HALLMARK_ANDROGEN_RESPONSE",0.169848203870687,0.0295878375995158,0.0167030833214378,8.39727393870755,1999,0.0015,0.0075,3636
"HALLMARK_ANGIOGENESIS",0.0775823358386091,0.0144047613192566,0.0143001398183341,4.41796900743256,1999,0.015,0.03125,3636
"HALLMARK_APICAL_JUNCTION",0.106132002219327,0.0359794968903951,0.0177023715476661,3.96288740974825,1999,0.013,0.0295454545454545,3636
"HALLMARK_APICAL_SURFACE",0.011779781462587,0.013647939682147,0.0141928585074077,-0.131626635929955,1999,0.545,0.567708333333333,3636
"HALLMARK_APOPTOSIS",0.120015979968067,0.0302573491401919,0.0168052465256813,5.34110765294091,1999,0.0055,0.0152777777777778,3636
"HALLMARK_BILE_ACID_METABOLISM",0.114234238922006,0.0211827412413203,0.0162074205160672,5.74128977454737,1999,0.004,0.0140625,3636
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.139216583866095,0.0250268157022271,0.0166819049811734,6.84512759740201,1999,0.0035,0.0134615384615385,3636
"HALLMARK_COAGULATION",0.234188100403838,0.0230069260327554,0.0152699091925754,13.829890650153,1999,5e-04,0.00416666666666667,3636
"HALLMARK_COMPLEMENT",0.134289932155271,0.032534570612873,0.0173341388937731,5.87022881067092,1999,0.0045,0.0140625,3636
"HALLMARK_DNA_REPAIR",0.0453598467278249,0.0335331893420021,0.0170233198520306,0.694732724792932,1999,0.265,0.325,3636
"HALLMARK_E2F_TARGETS",0.0817437150571015,0.0342596772781808,0.0181856252922749,2.61107534196756,1999,0.0475,0.0848214285714286,3636
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.255190005915784,0.0308506886042608,0.0166005051989556,13.5140054247046,1999,5e-04,0.00416666666666667,3636
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.19794831242813,0.035490569388863,0.0178968974284277,9.07742493853805,1999,0.001,0.00625,3636
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.161328395133832,0.031353164110495,0.0170023184237008,7.64455927623109,1999,0.002,0.00833333333333333,3636
"HALLMARK_FATTY_ACID_METABOLISM",0.0579568853228467,0.0357781113950897,0.0174434399634646,1.27146789705532,1999,0.1395,0.211363636363636,3636
"HALLMARK_G2M_CHECKPOINT",0.100290992816335,0.0334839983484806,0.0178304799685566,3.74678609805602,1999,0.013,0.0295454545454545,3636
"HALLMARK_GLYCOLYSIS",0.0406572317672092,0.0365106496503601,0.0173898178704624,0.238448852526066,1999,0.4145,0.471022727272727,3636
"HALLMARK_HEDGEHOG_SIGNALING",0.103657854035842,0.019354820725059,0.0166474543346223,5.06401949608929,1999,0.0145,0.03125,3636
"HALLMARK_HEME_METABOLISM",0.038582521933826,0.0382921130129444,0.017382489941015,0.0167069805227586,1999,0.4965,0.551666666666667,3636
"HALLMARK_HYPOXIA",0.0441410724464163,0.0361116067662318,0.0173428815786909,0.462983365466225,1999,0.3335,0.39702380952381,3636
"HALLMARK_IL2_STAT5_SIGNALING",0.196747678459703,0.0313247258188589,0.01811022029628,9.13423193835049,1999,5e-04,0.00416666666666667,3636
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0911590308151305,0.01546320191392,0.0137943637302721,5.48744620493758,1999,0.007,0.0175,3636
"HALLMARK_INFLAMMATORY_RESPONSE",0.141146250830889,0.0248921884431606,0.0166878726350676,6.966380013198,1999,0.001,0.00625,3636
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.260269123159204,0.0178549337439333,0.0141347356950744,17.1502456533196,1999,5e-04,0.00416666666666667,3636
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.23719294821488,0.0293378216423054,0.0179421582603246,11.5847337626156,1999,5e-04,0.00416666666666667,3636
"HALLMARK_KRAS_SIGNALING_DN",0.0384174443042385,0.0227138816596755,0.0152130934863617,1.03223993585794,1999,0.1985,0.275694444444444,3636
"HALLMARK_KRAS_SIGNALING_UP",0.0186325471745971,0.0283202869855143,0.0168049572953618,-0.576481072855274,1999,0.739,0.739,3636
"HALLMARK_MITOTIC_SPINDLE",0.146338964844094,0.0383779554402881,0.0169629277486274,6.36452686727631,1999,0.002,0.00833333333333333,3636
"HALLMARK_MTORC1_SIGNALING",0.0813263546669729,0.0475362747714979,0.0189565884098449,1.78249794556527,1999,0.0855,0.13359375,3636
"HALLMARK_MYC_TARGETS_V1",0.173947364232782,0.0796722732392576,0.0307933503744001,3.06154055493421,1999,0.0235,0.0451923076923077,3636
"HALLMARK_MYC_TARGETS_V2",0.0323535097381926,0.0195529393720375,0.0160941341170697,0.795356262911873,1999,0.24,0.315789473684211,3636
"HALLMARK_MYOGENESIS",0.136755630601567,0.0357568761698403,0.0171378882151292,5.89330220642739,1999,0.0045,0.0140625,3636
"HALLMARK_NOTCH_SIGNALING",0.012278847764254,0.0136807060909221,0.0140078940551241,-0.100076308483741,1999,0.537,0.567708333333333,3636
