"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"HALLMARK_ADIPOGENESIS",0.0160713059760915,0.054,0.3,0.998,3636
"HALLMARK_ALLOGRAFT_REJECTION",0.0537180826218884,0.001,0.0214285714285714,0.001,3636
"HALLMARK_ANDROGEN_RESPONSE",0.00892294770235951,0.178,0.533333333333333,1,3636
"HALLMARK_ANGIOGENESIS",0.0132819029598466,0.084,0.370588235294118,1,3636
"HALLMARK_APICAL_JUNCTION",0.0313066964563971,0.001,0.0214285714285714,0.075,3636
"HALLMARK_APICAL_SURFACE",-0.00394450074417968,0.676,0.87755905511811,1,3636
"HALLMARK_APOPTOSIS",0.0235215928341855,0.011,0.126923076923077,0.643,3636
"HALLMARK_BILE_ACID_METABOLISM",0.0059503787082263,0.234,0.565217391304348,1,3636
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",-0.0136637158412505,0.931,0.969791666666667,1,3636
"HALLMARK_COAGULATION",0.00608836541181269,0.266,0.565540540540541,1,3636
"HALLMARK_COMPLEMENT",0.0209666018546476,0.012,0.128571428571429,0.869,3636
"HALLMARK_DNA_REPAIR",0.0101740697316037,0.133,0.486585365853659,1,3636
"HALLMARK_E2F_TARGETS",0.00594908810758343,0.277,0.565540540540541,1,3636
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0546447101169582,0.001,0.0214285714285714,0.001,3636
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0250536319535365,0.004,0.0545454545454545,0.482,3636
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.0221724498987039,0.014,0.14,0.786,3636
"HALLMARK_FATTY_ACID_METABOLISM",0.0142963930866076,0.069,0.333870967741936,1,3636
"HALLMARK_G2M_CHECKPOINT",-0.0048569380712432,0.688,0.87755905511811,1,3636
"HALLMARK_GLYCOLYSIS",0.00277265654578536,0.354,0.646987951807229,1,3636
"HALLMARK_HEDGEHOG_SIGNALING",0.00631568378746283,0.244,0.565217391304348,1,3636
"HALLMARK_HEME_METABOLISM",-0.0162373117696584,0.954,0.986896551724138,1,3636
"HALLMARK_HYPOXIA",-0.000669915309148067,0.508,0.785567010309278,1,3636
"HALLMARK_IL2_STAT5_SIGNALING",0.000480001041814937,0.475,0.75,1,3636
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00679418606031685,0.22,0.564406779661017,1,3636
"HALLMARK_INFLAMMATORY_RESPONSE",0.012824072666166,0.095,0.385135135135135,1,3636
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0489114325536884,0.001,0.0214285714285714,0.001,3636
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0472061530725874,0.001,0.0214285714285714,0.001,3636
"HALLMARK_KRAS_SIGNALING_DN",0.0144833433129244,0.065,0.333870967741936,1,3636
"HALLMARK_KRAS_SIGNALING_UP",-0.00663743835510942,0.736,0.87755905511811,1,3636
"HALLMARK_MITOTIC_SPINDLE",0.00483267764687271,0.315,0.605769230769231,1,3636
"HALLMARK_MTORC1_SIGNALING",0.0184732527827332,0.025,0.16304347826087,0.975,3636
"HALLMARK_MYC_TARGETS_V1",0.0192217424647124,0.021,0.157142857142857,0.958,3636
"HALLMARK_MYC_TARGETS_V2",0.0185702808685856,0.024,0.16304347826087,0.973,3636
"HALLMARK_MYOGENESIS",0.0298570668254558,0.001,0.0214285714285714,0.126,3636
"HALLMARK_NOTCH_SIGNALING",-0.00291015259868782,0.598,0.858571428571429,1,3636
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.0294051274514095,0.003,0.045,0.142,3636
"HALLMARK_P53_PATHWAY",0.00950547257210227,0.153,0.521590909090909,1,3636
"HALLMARK_PANCREAS_BETA_CELLS",0.00868700921181381,0.186,0.533333333333333,1,3636
"HALLMARK_PEROXISOME",0.00134212692503725,0.402,0.67752808988764,1,3636
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0315292044650264,0.001,0.0214285714285714,0.07,3636
"HALLMARK_PROTEIN_SECRETION",0.00747687911792969,0.192,0.533333333333333,1,3636
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",-0.00964937118550326,0.856,0.937226277372263,1,3636
"HALLMARK_SPERMATOGENESIS",0.00593664251193323,0.238,0.565217391304348,1,3636
"HALLMARK_TGF_BETA_SIGNALING",-0.00652748565745474,0.739,0.87755905511811,1,3636
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.00626969210572625,0.26,0.565217391304348,1,3636
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.00627619759893038,0.24,0.565217391304348,1,3636
"HALLMARK_UV_RESPONSE_DN",0.00809928488721694,0.173,0.533333333333333,1,3636
"HALLMARK_UV_RESPONSE_UP",0.00256900453851682,0.382,0.668023255813953,1,3636
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",-0.00357677077396821,0.649,0.87755905511811,1,3636
"HALLMARK_XENOBIOTIC_METABOLISM",-0.00904611221521441,0.819,0.916666666666667,1,3636
"SVP_MATCH__HALLMARK_ADIPOGENESIS__1",0.00458025908206556,0.301,0.59025974025974,1,3636
"SVP_MATCH__HALLMARK_ADIPOGENESIS__2",0.0181868816217717,0.022,0.157142857142857,0.981,3636
"SVP_MATCH__HALLMARK_ALLOGRAFT_REJECTION__1",-0.00559075184822632,0.734,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_ALLOGRAFT_REJECTION__2",-0.00150406480364919,0.539,0.825,1,3636
