"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots"
"HALLMARK_ADIPOGENESIS",0.0160713059760915,0.00109285406223431,0.0094543540499191,1.58429141057875,1999,0.067,0.204411764705882,3636
"HALLMARK_ALLOGRAFT_REJECTION",0.0537180826218884,0.000230728562797806,0.00948913629752988,5.6366936233189,1999,5e-04,0.00625,3636
"HALLMARK_ANDROGEN_RESPONSE",0.00892294770235951,0.000210094732073426,0.00942426916841251,0.924512321813675,1999,0.174,0.395454545454545,3636
"HALLMARK_ANGIOGENESIS",0.0132819029598466,0.000106094149190306,0.00932236591222326,1.41335460705104,1999,0.1015,0.25375,3636
"HALLMARK_APICAL_JUNCTION",0.0313066964563971,0.000821444754874223,0.00947177265908032,3.21853709952566,1999,0.002,0.0166666666666667,3636
"HALLMARK_APICAL_SURFACE",-0.00394450074417968,-0.000597535604074287,0.0100006459301136,-0.334674896351158,1999,0.636,0.73953488372093,3636
"HALLMARK_APOPTOSIS",0.0235215928341855,0.000186493510425326,0.00973149068780036,2.3978956639206,1999,0.015,0.0681818181818182,3636
"HALLMARK_BILE_ACID_METABOLISM",0.0059503787082263,-0.000254056567001009,0.00973086871174797,0.637603430795111,1999,0.267,0.434848484848485,3636
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",-0.0136637158412505,0.000810129708100123,0.00987793623455897,-1.46527019467006,1999,0.9385,0.95765306122449,3636
"HALLMARK_COAGULATION",0.00608836541181269,0.000172939458484069,0.00943804488834286,0.626763913851999,1999,0.2625,0.434848484848485,3636
"HALLMARK_COMPLEMENT",0.0209666018546476,0.000651169985210839,0.0101030612170045,2.01081943710722,1999,0.021,0.0875,3636
"HALLMARK_DNA_REPAIR",0.0101740697316037,0.000438276563477446,0.00952403715061198,1.02223385043186,1999,0.1635,0.389285714285714,3636
"HALLMARK_E2F_TARGETS",0.00594908810758343,0.000335377543303152,0.0095365126546256,0.588654445035251,1999,0.283,0.434848484848485,3636
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0546447101169582,0.000669499997659387,0.00948207870611811,5.6923393901458,1999,5e-04,0.00625,3636
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0250536319535365,0.00060580468876334,0.00956474129598379,2.55603643718401,1999,0.0095,0.0527777777777778,3636
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.0221724498987039,0.000464199271864645,0.0092577442734702,2.34487473250351,1999,0.012,0.06,3636
"HALLMARK_FATTY_ACID_METABOLISM",0.0142963930866076,0.00100357262834488,0.00941908574560023,1.41126440689554,1999,0.0885,0.244736842105263,3636
"HALLMARK_G2M_CHECKPOINT",-0.0048569380712432,0.000230950004347581,0.0094990211926275,-0.535622352284007,1999,0.7055,0.801704545454546,3636
"HALLMARK_GLYCOLYSIS",0.00277265654578536,0.00073974205098681,0.00986923085863759,0.205985098931934,1999,0.4195,0.577027027027027,3636
"HALLMARK_HEDGEHOG_SIGNALING",0.00631568378746283,0.000305093278416656,0.00941263726912286,0.638566040227989,1999,0.262,0.434848484848485,3636
"HALLMARK_HEME_METABOLISM",-0.0162373117696584,0.00100479721744641,0.0091151247463937,-1.89159330967209,1999,0.9685,0.9685,3636
"HALLMARK_HYPOXIA",-0.000669915309148067,0.00123660685594602,0.0098416420830165,-0.193719924887752,1999,0.569,0.71125,3636
"HALLMARK_IL2_STAT5_SIGNALING",0.000480001041814937,0.000176656942651697,0.00990651102024181,0.0306206795251549,1999,0.4885,0.626282051282051,3636
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00679418606031685,-0.00060871814289327,0.00953343752080724,0.776519926527329,1999,0.2185,0.434615384615385,3636
"HALLMARK_INFLAMMATORY_RESPONSE",0.012824072666166,-9.07221289230087e-06,0.0100628918362048,1.27529393020866,1999,0.093,0.244736842105263,3636
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0489114325536884,9.3327791824821e-05,0.0094508750101723,5.16545872306204,1999,5e-04,0.00625,3636
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0472061530725874,0.000218479599077193,0.00944797702055181,4.97330522410245,1999,5e-04,0.00625,3636
"HALLMARK_KRAS_SIGNALING_DN",0.0144833433129244,-2.63885748791075e-05,0.00982226407148239,1.47722885296177,1999,0.0695,0.204411764705882,3636
"HALLMARK_KRAS_SIGNALING_UP",-0.00663743835510942,0.000524888138330222,0.00988940182758753,-0.724242640587176,1999,0.7645,0.830978260869565,3636
"HALLMARK_MITOTIC_SPINDLE",0.00483267764687271,0.000679694288853352,0.00974658280623572,0.426096349929161,1999,0.34,0.485714285714286,3636
"HALLMARK_MTORC1_SIGNALING",0.0184732527827332,0.00125460028281137,0.0098181663961313,1.75375439824554,1999,0.039,0.139285714285714,3636
"HALLMARK_MYC_TARGETS_V1",0.0192217424647124,0.002899040453626,0.00996511245507372,1.63798472768621,1999,0.043,0.143333333333333,3636
"HALLMARK_MYC_TARGETS_V2",0.0185702808685856,-0.000136329815039756,0.00953071223182981,1.96277153570441,1999,0.032,0.123076923076923,3636
"HALLMARK_MYOGENESIS",0.0298570668254558,0.000756496427579261,0.00950047133927781,3.06306596363972,1999,0.002,0.0166666666666667,3636
"HALLMARK_NOTCH_SIGNALING",-0.00291015259868782,1.0299446875681e-05,0.00961193332186301,-0.303836069994444,1999,0.625,0.73953488372093,3636
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.0294051274514095,0.00392644733631693,0.010283888639662,2.47753364586511,1999,0.009,0.0527777777777778,3636
"HALLMARK_P53_PATHWAY",0.00950547257210227,0.000592195810038132,0.00998574849796065,0.892599764943455,1999,0.183,0.395833333333333,3636
"HALLMARK_PANCREAS_BETA_CELLS",0.00868700921181381,0.000114629059579198,0.00952866102416351,0.899641631756667,1999,0.19,0.395833333333333,3636
"HALLMARK_PEROXISOME",0.00134212692503725,0.000126666071721713,0.00977177831757188,0.124384816541515,1999,0.452,0.594736842105263,3636
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0315292044650264,0.00102449606245846,0.00958449586705763,3.18271391898807,1999,0.0035,0.025,3636
"HALLMARK_PROTEIN_SECRETION",0.00747687911792969,0.00150294946535492,0.00980754538321196,0.609115677690427,1999,0.272,0.434848484848485,3636
